tag_number_masked,date_of_infraction,infraction_code,infraction_description,set_fine_amount,time_of_infraction,location1,location2,location3,location4,province
***29901,20240118,3,PARK ON PRIVATE PROPERTY,75,1327,,88 DAVENPORT RD,,,ON
***04613,20240118,3,PARK ON PRIVATE PROPERTY,75,1327,,4700 KEELE ST,,,ON
***69323,20240118,383,STOP NON-BICYCLE IN CYCLE TRCK,150,1327,NR,600 SHERBOURNE ST,,,ON
***38437,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1327,NR,886 ST CLAIR AVE W,,,ON
***51425,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1327,NR,30 HANNA AVE,,,ON
***28013,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1327,NR,80 GROSVENOR ST,,,ON
***28114,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1327,OPP,299 QUEEN ST E,,,ON
***34563,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1327,NR,219 FRONT ST E,,,ON
***52576,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1327,OPP,88 CUMBERLAND ST,,,ON
***55616,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1327,NR,902 KINGSTON RD,,,ON
***58498,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1327,NR,116 AVENUE RD,,,ON
***69324,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1328,NR,600 SHERBOURNE ST,,,ON
***71644,20240118,3,PARK ON PRIVATE PROPERTY,75,1328,AT,265 YORKLAND BLVD,,,ON
***09227,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1328,NR,192 SPADINA AVE,,,ON
***29994,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1328,NR,70 BRIARWOOD AVE,,,ON
***52474,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1328,N/S,WOODLAWN AVE E,E/O,YONGE ST,ON
***59021,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1328,NR,468 EGLINTON AVE W,,,ON
***64712,20240118,384,STOP VEH OTR THN BCYCL-BYCL LN,150,1328,OPP,686 BAY ST,,,ON
***65678,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1328,OPP,40 ORCHARD VIEW BLVD,,,ON
***81695,20240118,4,PARK ON MUNICIPAL PROPERTY,75,1329,AT,31 A PARLIAMENT STREET,,,QC
***71645,20240118,3,PARK ON PRIVATE PROPERTY,75,1329,AT,265 YORKLAND BLVD,,,ON
***89988,20240118,3,PARK ON PRIVATE PROPERTY,75,1329,AT,265 YORKLAND BLVD,,,ON
***52787,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1329,NR,346 QUEEN ST W,,,ON
***65679,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1329,NR,40 ORCHARD VIEW BLVD,,,ON
***84879,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1329,NR,1969 AVENUE RD,,,ON
***06509,20240118,3,PARK ON PRIVATE PROPERTY,75,1330,,200 SHERWAY DR,,,ON
***83179,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1330,NR,985 COLLEGE ST,,,ON
***89989,20240118,3,PARK ON PRIVATE PROPERTY,75,1330,AT,265 YORKLAND BLVD,,,ON
***89990,20240118,3,PARK ON PRIVATE PROPERTY,75,1330,AT,265 YORKLAND BLVD,,,ON
***09228,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1330,NR,202 SPADINA AVE,,,ON
***28115,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1330,NR,327 QUEEN ST E,,,ON
***28611,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1330,E/S,FIFTH ST,N/O,LAKE SHORE BLVD W,ON
***29995,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1330,NR,27 BRIARWOOD AVE,,,ON
***33966,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1330,NR,10 WALMER RD,,,ON
***52475,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1330,N/S,WOODLAWN AVE E,E/O,YONGE ST,ON
***88816,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1330,W/S,BEECROFT RD,N/O,ELMHURST AVE,ON
***89991,20240118,3,PARK ON PRIVATE PROPERTY,75,1331,AT,265 YORKLAND BLVD,,,ON
***97507,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1331,OPP,75 DALHOUSIE ST,,,ON
***34564,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1331,W/S,BERKELEY ST,S/O,FRONT ST E,ON
***59022,20240118,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1331,NR,490 EGLINTON AVE W,,,ON
***64713,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1331,S/S,WALTON ST,E/O,BAY ST,ON
***85201,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1332,AT,192 BOARDWALK DR.,,,ON
***38438,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1332,NR,928 ST CLAIR AVE W,,,ON
***70710,20240118,2,PARK - LONGER THAN 3 HOURS,30,1332,NR,190 HALLMARK AVE,,,ON
***09229,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1332,NR,206 SPADINA AVE,,,ON
***71842,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1332,NR,471 COLLEGE ST,,,ON
***84880,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1332,NR,124 FELBRIGG AVE,,,ON
***88817,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1332,W/S,BEECROFT RD,N/O,ELMHURST AVE,BC
***13185,20240118,3,PARK ON PRIVATE PROPERTY,75,1333,,495 WILSON AVE,,,ON
***86264,20240118,4,PARK ON MUNICIPAL PROPERTY,75,1333,AT,70 DISTILLERY LANE,,,ON
***70711,20240118,2,PARK - LONGER THAN 3 HOURS,30,1333,NR,202 HALLMARK AVE,,,ON
***28014,20240118,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1333,NR,15 BREADALBANE ST,,,ON
***59023,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1333,NR,504 EGLINTON AVE W,,,ON
***65680,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1333,NR,2360 YONGE ST,,,ON
***85202,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1334,AT,192 BOARDWALK DR.,,,ON
***09230,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1334,NR,222 SPADINA AVE,,,ON
***52577,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1334,NR,162 CUMBERLAND ST,,,ON
***63183,20240118,3,PARK ON PRIVATE PROPERTY,75,1334,AT,67 MOWAT AVE,,,ON
***71843,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1334,NR,489 COLLEGE ST,,,ON
***88818,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1334,W/S,BEECROFT RD,N/O,ELMHURST AVE,ON
***85203,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1335,AT,192 BOARDWALK DR.,,,ON
***28015,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1335,OPP,7 BREADALBANE ST,,,ON
***33967,20240118,29,PARK PROHIBITED TIME NO PERMIT,30,1335,NR,286 ROBERT ST,,,ON
***34565,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1335,NR,262 THE ESPLANADE,,,ON
***52476,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1335,NR,7 JACKES AVE,,,ON
***65681,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1335,NR,2360 YONGE ST,,,ON
***71844,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1335,NR,499 COLLEGE ST,,,ON
***81696,20240118,4,PARK ON MUNICIPAL PROPERTY,75,1336,AT,70 DISTILLERY LANE,,,ON
***83180,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1336,NR,200 DOVERCOURT RD,,,ON
***38439,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1336,NR,1046 ST CLAIR AVE W,,,ON
***41566,20240118,2,PARK - LONGER THAN 3 HOURS,30,1336,NR,29 HARLTON CRES,,,ON
***29996,20240118,2,PARK - LONGER THAN 3 HOURS,30,1336,NR,27 TRIPLE CROWN AVE,,,OH
***59024,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1336,NR,546 EGLINTON AVE W,,,ON
***63184,20240118,3,PARK ON PRIVATE PROPERTY,75,1336,AT,67 MOWAT AVE,,,ON
***64714,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1336,E/S,LA PLANTE AVE,N/O,GERRARD ST W,OH
***77084,20240118,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1336,NR,204 REINER RD,,,ON
***81697,20240118,4,PARK ON MUNICIPAL PROPERTY,75,1337,AT,70 DISTILLERY LANE,,,ON
***74052,20240118,367,STND ONSTRT ACCESSIBLE NO PRMT,450,1337,NR,1080 QUEEN ST E,,,ON
***41567,20240118,2,PARK - LONGER THAN 3 HOURS,30,1337,NR,17 HARLTON CRES,,,ON
***33968,20240118,29,PARK PROHIBITED TIME NO PERMIT,30,1337,NR,266 ROBERT ST,,,ON
***34070,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1337,W/S,GEORGE ST,S/O,DUNDAS ST E,ON
***34071,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1337,W/S,GEORGE ST,S/O,DUNDAS ST E,ON
***55617,20240118,49,FAIL TO PARK/STOP PARALL. RGHT,30,1337,NR,142 SILVER BIRCH AVE,,,ON
***84881,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1337,NR,1916 AVENUE RD,,,ON
***81698,20240118,4,PARK ON MUNICIPAL PROPERTY,75,1338,AT,70 DISTILLERY LANE,,,ON
***19795,20240118,3,PARK ON PRIVATE PROPERTY,75,1338,AT,1045 PAPE AVE,,,ON
***29997,20240118,2,PARK - LONGER THAN 3 HOURS,30,1338,NR,93 TRIPLE CROWN AVE,,,ON
***39595,20240118,16,PARK-WITHIN 9M INTERSECT ROAD,50,1338,OPP,21 VICTORIA ST,,,ON
***52788,20240118,404,STOP-9 M PEDESTRIAN X BEYOND,60,1338,NR,18 BEVERLEY ST,,,ON
***58499,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1338,NR,200 BLOOR ST W,,,ON
***71845,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1338,NR,507 COLLEGE ST,,,ON
***88819,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1338,NR,150 BEECROFT RD,,,ON
***04215,20240118,3,PARK ON PRIVATE PROPERTY,75,1339,,4700 KEELE ST,,,ON
***29998,20240118,2,PARK - LONGER THAN 3 HOURS,30,1339,NR,95 TRIPLE CROWN AVE,,,ON
***59025,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1339,NR,549 EGLINTON AVE W,,,FL
***53689,20240118,3,PARK ON PRIVATE PROPERTY,75,1340,,55 ST GEORGE ST,,,ON
***81699,20240118,4,PARK ON MUNICIPAL PROPERTY,75,1340,AT,70 DISTILLERY LANE,,,ON
***86585,20240118,2,PARK - LONGER THAN 3 HOURS,30,1340,OPP,38 DUNMAIL DR,,,ON
***70712,20240118,2,PARK - LONGER THAN 3 HOURS,30,1340,OPP,15 FORTY THIRD ST,,,ON
***88820,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1340,NR,150 BEECROFT RD,,,ON
***73981,20240118,3,PARK ON PRIVATE PROPERTY,75,1341,,10 HARGRAVE LN,,,ON
***83181,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1341,OPP,136 ARGYLE ST,,,ON
***86586,20240118,2,PARK - LONGER THAN 3 HOURS,30,1341,OPP,38 DUNMAIL DR,,,ON
***74053,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1341,NR,970 QUEEN ST E,,,ON
***09542,20240118,2,PARK - LONGER THAN 3 HOURS,30,1341,NR,472 GLEBEHOLME BLVD,,,ON
***70713,20240118,2,PARK - LONGER THAN 3 HOURS,30,1341,OPP,15 FORTY THIRD ST,,,ON
***65348,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1341,NR,328 WARREN RD,,,ON
***71846,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1341,NR,312 PALMERSTON BLVD,,,ON
***07386,20240118,3,PARK ON PRIVATE PROPERTY,75,1342,,340 DIXON RD,,,ON
***69325,20240118,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1342,NR,24 LINDEN ST,,,ON
***70714,20240118,2,PARK - LONGER THAN 3 HOURS,30,1342,OPP,15 FORTY THIRD ST,,,ON
***33969,20240118,29,PARK PROHIBITED TIME NO PERMIT,30,1342,NR,222 ROBERT ST,,,ON
***52477,20240118,14,PARK-OBSTRUCT (DRWAY/LANEWAY),50,1342,S/S,PLEASANT BLVD,E/O,YONGE ST,ON
***77085,20240118,3,PARK ON PRIVATE PROPERTY,75,1342,AT,3852 BATHURST ST,,,ON
***77086,20240118,3,PARK ON PRIVATE PROPERTY,75,1342,AT,3852 BATHURST ST,,,ON
***04216,20240118,3,PARK ON PRIVATE PROPERTY,75,1343,,4700 KEELE ST,,,ON
***09543,20240118,2,PARK - LONGER THAN 3 HOURS,30,1343,NR,468 GLEBEHOLME BLVD,,,ON
***70715,20240118,2,PARK - LONGER THAN 3 HOURS,30,1343,OPP,15 FORTY THIRD ST,,,ON
***52789,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1343,OPP,15 STEPHANIE ST,,,ON
***73982,20240118,3,PARK ON PRIVATE PROPERTY,75,1344,,10 HARGRAVE LN,,,ON
***81700,20240118,4,PARK ON MUNICIPAL PROPERTY,75,1344,AT,70 DISTILLERY LANE,,,MB
***74054,20240118,404,STOP-9 M PEDESTRIAN X BEYOND,60,1344,NR,938 QUEEN ST E,,,ON
***70716,20240118,2,PARK - LONGER THAN 3 HOURS,30,1344,OPP,15 FORTY THIRD ST,,,ON
***97508,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1344,NR,25 MUTUAL ST,,,ON
***65349,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1344,NR,328 WARREN RD,,,ON
***70706,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1344,NR,89 GOULD ST,,,ON
***50268,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1345,NR,37 DUNDONALD ST,,,ON
***74055,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1345,NR,915 QUEEN ST E,,,ON
***82949,20240118,3,PARK ON PRIVATE PROPERTY,75,1345,AT,15 FORT YORK BLVD,,,ON
***93122,20240118,419,STAND NON-TAXI IN SIGNED STAND,60,1345,OPP,85 BLOOR ST E,,,ON
***37123,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1345,NR,230 SACKVILLE ST,,,ON
***65682,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1345,OPP,2409 YONGE ST,,,ON
***11349,20240118,3,PARK ON PRIVATE PROPERTY,75,1346,,5 SHADY GOLFWAY,,,ON
***41568,20240118,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1346,NR,1868 KEELE ST,,,ON
***89992,20240118,3,PARK ON PRIVATE PROPERTY,75,1346,AT,55 ANN O'REILLY RD,,,ON
***28016,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1346,OPP,32 GRENVILLE ST,,,ON
***39596,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1346,OPP,106 VICTORIA ST,,,ON
***52478,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1346,S/S,60 PLEASANT BLVD,,,ON
***04614,20240118,3,PARK ON PRIVATE PROPERTY,75,1347,,4700 KEELE ST,,,ON
***04927,20240118,3,PARK ON PRIVATE PROPERTY,75,1347,,4700 KEELE ST,,,ON
***74056,20240118,192,STAND SIGNED TRANSIT STOP,150,1347,NR,918 QUEEN ST E,,,ON
***33970,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1347,NR,103 HARBORD ST,,,ON
***70707,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1347,OPP,145 MUTUAL ST,,,ON
***34072,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1348,N/S,SUTTON AVE,E/O,REGENT ST,ON
***65350,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1348,NR,42 TARLTON RD,,,ON
***13251,20240118,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1349,NR,122 BEATRICE ST,,,ON
***09231,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1349,NR,27 WALES AVE,,,ON
***33971,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1349,NR,113 HARBORD ST,,,ON
***88821,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1349,NR,5095 YONGE ST,,,ON
***06510,20240118,3,PARK ON PRIVATE PROPERTY,75,1350,,200 SHERWAY DR,,,ON
***18464,20240118,3,PARK ON PRIVATE PROPERTY,75,1350,AT,20 TEESDALE PL,,,ON
***97509,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1350,NR,111 QUEEN ST E,,,ON
***22476,20240118,3,PARK ON PRIVATE PROPERTY,75,1350,AT,79 THORNCLIFFE PARK DR,,,ON
***39597,20240118,134,PARK-SIGNED HWY-PUBLIC LANE,40,1350,E/S,SPICE MILL LANE,S/O,LOMBARD ST,ON
***65351,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1350,NR,36 TARLTON RD,,,ON
***65683,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1350,OPP,20 ROSELAWN AVE,,,ON
***69326,20240118,192,STAND SIGNED TRANSIT STOP,150,1351,NR,529 PARLIAMENT ST,,,ON
***70708,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1351,E/S,MUTUAL ST,S/O,GERRARD ST E,ON
***77087,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1351,NR,605 WOBURN AVE,,,ON
***88822,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1351,NR,5095 YONGE ST,,,ON
***09544,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1352,NR,1794 DANFORTH AVE,,,ON
***93123,20240118,423,STOP VEH.RESRVD/DESIG LN TM/DY,150,1352,NR,1107 BAY ST,,,ON
***29999,20240118,2,PARK - LONGER THAN 3 HOURS,30,1352,NR,8 VANDERBRENT CRES,,,ON
***32277,20240118,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,1352,NR,52 STEWART ST,,,ON
***34782,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1352,NR,85 EAST LIBERTY ST,,,ON
***77088,20240118,2,PARK - LONGER THAN 3 HOURS,30,1352,NR,606 WOBURN AVE,,,ON
***88823,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1352,NR,5095 YONGE ST,,,ON
***10700,20240118,3,PARK ON PRIVATE PROPERTY,75,1353,,5 SHADY GOLFWAY,,,ON
***06397,20240118,3,PARK ON PRIVATE PROPERTY,75,1353,,35 ST GEORGE ST,,,ON
***93714,20240118,347,PARK IN A FIRE ROUTE,250,1353,,10 CHICHESTER PL,,,ON
***13252,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1353,NR,541 COLLEGE ST,,,ON
***09232,20240118,31,STOP-ROAD SIDE-STOP/PARK VEH.,150,1353,NR,13 WALES AVE,,,ON
***32278,20240118,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,1353,NR,52 STEWART ST,,,ON
***34073,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1353,S/S,LABATT AVE,E/O,RIVER ST,ON
***39598,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1353,OPP,82 ADELAIDE ST E,,,ON
***71847,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1353,NR,3 HENDERSON AVE,,,ON
***70717,20240118,2,PARK - LONGER THAN 3 HOURS,30,1354,NR,14 FORTY THIRD ST,,,ON
***93124,20240118,423,STOP VEH.RESRVD/DESIG LN TM/DY,150,1354,NR,955 BAY ST,,,ON
***34074,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1354,S/S,LABATT AVE,E/O,RIVER ST,ON
***34566,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1354,NR,200 KING ST E,,,ON
***52479,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1354,NR,2 ST CLAIR AVE W,,,ON
***64715,20240118,363,PARK ONSTRT ACCESSIBLE NO PRMT,450,1354,NR,20 ARMOURY ST,,,ON
***34075,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1355,S/S,LABATT AVE,E/O,RIVER ST,ON
***52480,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1355,NR,2 ST CLAIR AVE W,,,ON
***71848,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1355,NR,316 MANNING AVE,,,ON
***54336,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1356,NR,69 LYNN WILLIAMS ST,,,ON
***93125,20240118,423,STOP VEH.RESRVD/DESIG LN TM/DY,150,1356,OPP,1006 BAY ST,,,ON
***32279,20240118,30,STOP-(ON/OVER) (SIDEWK/FTPATH),150,1356,OPP,20 STEWART ST,,,ON
***33972,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1356,NR,123 BRUNSWICK AVE,,,ON
***34567,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1356,NR,200 KING ST E,,,ON
***65352,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1356,NR,60 DUNCANNON DR,,,ON
***03406,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1357,NR,1 LEONARD AVE,,,ON
***34076,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1357,W/S,DEFRIES ST,S/O,MARK ST,ON
***37124,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1357,OPP,84 ST DAVID ST,,,ON
***52790,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1357,NR,178 MC CAUL ST,,,QC
***70709,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1357,NR,262 JARVIS ST,,,ON
***10701,20240118,3,PARK ON PRIVATE PROPERTY,75,1358,,15 SHADY GOLFWAY,,,ON
***81510,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1358,AT,74 CLINTON STREET,,,ON
***50269,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1358,NR,647 YONGE ST,,,ON
***97510,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1358,OPP,2 BERTI ST,,,ON
***32280,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1358,OPP,67 PORTLAND ST,,,ON
***33973,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1358,NR,139 BRUNSWICK AVE,,,ON
***34077,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1358,W/S,DEFRIES ST,S/O,MARK ST,ON
***59592,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1358,NR,25 JOE SHUSTER WAY,,,ON
***85204,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1359,AT,197 BLANTYRE AVE,,,ON
***69327,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1359,NR,92 CARLTON ST,,,ON
***82950,20240118,3,PARK ON PRIVATE PROPERTY,75,1359,AT,70 QUEENS WHARF RD,,,ON
***31632,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1359,NR,150 ELIZABETH ST,,,ON
***93126,20240118,423,STOP VEH.RESRVD/DESIG LN TM/DY,150,1359,NR,955 BAY ST,,,ON
***03407,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1359,NR,1 LEONARD AVE,,,ON
***33974,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1359,NR,151 BRUNSWICK AVE,,,ON
***34078,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1359,S/S,MARK ST,E/O,RIVER ST,ON
***70710,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1359,NR,256 JARVIS ST,,,ON
***69328,20240118,367,STND ONSTRT ACCESSIBLE NO PRMT,450,1400,NR,84 CARLTON ST,,,ON
***24270,20240118,29,PARK PROHIBITED TIME NO PERMIT,30,1400,E/S,FREELAND ST,N/O,QUEENS QUAY E,ON
***82951,20240118,3,PARK ON PRIVATE PROPERTY,75,1400,AT,70 QUEENS WHARF RD,,,ON
***34079,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1400,S/S,MARK ST,E/O,RIVER ST,ON
***34568,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1400,NR,191 KING ST E,,,ON
***65353,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1400,NR,70 ELMSTHORPE AVE,,,ON
***70711,20240118,9,STOP-SIGNED HWY-PROHIBIT TM/DY,100,1400,NR,256 JARVIS ST,,,ON
***85205,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1401,AT,197 BLANTYRE AVE,,,ON
***09545,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1401,NR,2036 DANFORTH AVE,,,ON
***64716,20240118,15,PARK-WITHIN 3M OF FIRE HYDRANT,100,1401,NR,393 UNIVERSITY AVE,,,ON
***34080,20240118,6,PARK-SIGNED HWY-EXC PERMT TIME,40,1402,S/S,MARK ST,E/O,RIVER ST,ON
***10702,20240118,3,PARK ON PRIVATE PROPERTY,75,1403,,5 SHADY GOLFWAY,,,ON
***78685,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1403,AT,10 EMPRESS AVE.,,,ON
***31633,20240118,320,PARK NON-BUS-BUS PK ZNE DY/TM,150,1403,NR,101 ELM ST,,,ON
***34569,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1403,NR,197 KING ST E,,,ON
***59627,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1403,NR,2100 BLOOR ST W,,,ON
***65354,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1403,OPP,70 ELMSTHORPE AVE,,,ON
***70712,20240118,5,PARK-SIGNED HWY-PROHIBIT DY/TM,50,1403,NR,311 JARVIS ST,,,ON
***81511,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1404,AT,74 CLINTON STREET,,,ON
***85206,20240118,312,PARKING MACH-NOT USED/NO FEE,75,1404,AT,197 BLANTYRE AVE,,,ON
***24271,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1404,W/S,COOPER ST,N/O,QUEENS QUAY E,ON
***09546,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1404,NR,2053 DANFORTH AVE,,,ON
***31634,20240118,320,PARK NON-BUS-BUS PK ZNE DY/TM,150,1404,NR,101 ELM ST,,,ON
***59628,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1404,NR,2100 BLOOR ST W,,,ON
***79824,20240118,8,STAND VEH.-PROHIBIT TIME/DAY,100,1404,OPP,57 MACKAY AVE,,,ON
***04615,20240118,3,PARK ON PRIVATE PROPERTY,75,1405,,4700 KEELE ST,,,ON
***09547,20240118,207,PARK MACHINE-REQD FEE NOT PAID,30,1405,NR,2053 DANFORTH AVE,,,ON
